,Title,Genre,Time,Age,Actor,Area,Place,Period,Tag,URL
1341,가족 어린이 뮤지컬 〈공주와 개구리 ~ 개구리 왕자〉,뮤지컬,50분,24개월이상 관람가능,,서울,대학로 명작극장,2020.10.10 ~ 2020.11.08,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20008000
1342,［성남］ 번개맨 뮤지컬 : 검은 번개맨의 정체는？,뮤지컬,65분,24개월이상 관람가능,,경기,성남아트센터 오페라하우스,2020.10.10 ~ 2020.10.11,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007052
1343,어린이뮤지컬 ‘렛잇고2’ - 부산,뮤지컬,60분,24개월이상 관람가능,,부산시,부산시민회관 소극장,2020.10.10 ~ 2020.10.11,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005069
1344,〈가족라이브 뮤지컬-겨울왕국 광주〉겨울이야기,뮤지컬,60분,24개월이상 관람가능,,광주시,광주문화예술회관 소극장,2020.10.10 ~ 2020.10.11,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005802
1345,2020년 특선가족뮤지컬 “인어공주” - 전주,뮤지컬,55분,24개월이상 관람가능,,전북,덕진예술회관,2020.10.10 ~ 2020.10.11,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005307
1346,뮤지컬 판다스틱,뮤지컬,100분,만 7세이상,"최영도, 정재혁, 천정하, 이승우, 김욱헌",서울,대학로 해오름 예술극장,2020.10.09 ~ 2020.12.31,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007060
1347,뮤지컬 〈광주〉,뮤지컬,160분(인터미션:15분),중학생이상 관람가,"민우혁, 테이, 서은광, 민영기, 김찬호, 장은아, 정인지, 유지, 이봄소리(김다혜), 최지혜, 이정열, 박시원, 서현철, 이동준, 김대곤, 주민진, 김아영, 김국희, 김태문, 문성일",서울,홍익대 대학로 아트센터 대극장,2020.10.09 ~ 2020.11.08,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007437
1348,〈2020 대구〉 가족뮤지컬 “알라딘”,뮤지컬,50분,전체관람가,,대구시,대구어린이회관 꾀꼬리극장,2020.10.09 ~ 2020.10.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005713
1349,(당진)겨울왕국뮤지컬 “겨울이야기”,뮤지컬,60분,24개월이상 관람가능,,충남,당진 문예의전당 대공연장,2020.10.09 ~ 2020.10.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007193
1350,뮤지컬 아이캔플라이（I CAN FLY）,뮤지컬,90분,만 11세이상,"김유성, 김수혜, 배상범, 박이나",서울,대학로 열린극장,2020.10.07 ~ 2020.11.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007359
1351,뮤지컬 〈고스트〉,뮤지컬,165분(인터미션:20분),8세이상 관람가능,"주원, 김우형, 김진욱, 아이비, 박지연, 최정원, 박준면, 김승대, 백형훈, 전재현, 김시영, 김기정, 김성수, 강동우",서울,디큐브아트센터,2020.10.06 ~ 2021.03.14,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006092
1352,뮤지컬 〈고스트〉 공연예매권,뮤지컬,160분(인터미션:20분),8세이상 관람가능,"주원, 김우형, 김진욱, 아이비, 박지연, 최정원, 박준면, 김승대, 백형훈, 전재현, 김시영, 김기정, 김성수, 강동우",서울,디큐브아트센터,2020.10.06 ~ 2021.03.14,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007212
1353,뮤지컬 〈아킬레스〉,뮤지컬,110분,만 15세이상,"고훈정, 양지원, 이승현, 김이후, 홍미금, 서동진, 정선기",서울,드림아트센터 2관,2020.10.04 ~ 2021.01.24,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007576
1354,2020 뮤지컬 〈모차르트!〉 10주년 기념 공연 LIVE!［김준수］LIVE+VOD관람권+AR PHOTO SET,뮤지컬,175분(인터미션:20분),만 8세이상,,,,2020.10.04 ~ 2020.10.04,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007224
1355,2020 뮤지컬 〈모차르트!〉 10주년 기념 공연 LIVE!［김준수］LIVE+VOD관람권+AR PHOTO SET+10주년 OST,뮤지컬,175분(인터미션:20분),만 8세이상,,,,2020.10.04 ~ 2020.10.04,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007225
1356,(2020 대구 대백프라자)가족뮤지컬 신데렐라,뮤지컬,50분,전체관람가,,대구시,대백프라자 10층 프라임홀,2020.10.03 ~ 2020.10.11,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007294
1357,2020 뮤지컬 〈모차르트!〉 10주년 기념 공연 LIVE!［박강현］LIVE+VOD관람권+AR PHOTO SET,뮤지컬,175분(인터미션:20분),8세이상 관람가능,,,,2020.10.03 ~ 2020.10.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007192
1358,2020 뮤지컬 〈모차르트!〉 10주년 기념 공연 LIVE!［박강현］LIVE+VOD관람권+AR PHOTO SET+10주년 OST,뮤지컬,175분(인터미션:20분),만 8세이상,,,,2020.10.03 ~ 2020.10.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007222
1359,뮤지컬 좀비덤 : 생명의 나무,뮤지컬,70분,36개월이상 관람가능,,서울,대원콘텐츠라이브,2020.09.30 ~ 2020.11.01,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007514
1360,아트센터 인천 시민의 날 기념〈뮤지컬 갈라 콘서트〉- 인천,콘서트,100분,만 13세이상,"이승현, 김대현, 최석진, 김순택, 최호승, 백기범, 정성일, 김이담, 김지온",인천시,드림아트센터 1관,2020.09.29 ~ 2021.01.31,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007266
1361,창작 뮤지컬〈백범〉,뮤지컬,130분(인터미션:20분),미취학아동입장불가,"김명희, 채태인, 권상석, 최현선, 이정수, 민준호, 유신, 윤유경, 송임규, 윤지인, 진태화, 김승용, 김다경, 김서안, 남궁혜인, 장재웅, 정원철, 신은총",서울,국립중앙박물관 극장 용,2020.09.29 ~ 2020.10.11,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20004440
1362,어린이뮤지컬 “콩쥐팥쥐” - 인천부평,뮤지컬,55분(인터미션:5분),전체관람가,,인천시,인천 레미어린이극장,2020.09.26 ~ 2020.11.15,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20009550
1363,뮤지컬 〈허풍선이 극장의 비밀〉,뮤지컬,60분,만 5세이상,,서울,올림픽홀 뮤즈라이브,2020.09.26 ~ 2020.10.18,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007235
1364,뮤지컬 “숲속의 안데르센”,뮤지컬,80분,전체관람가,,서울,예술나무씨어터,2020.09.26 ~ 2020.09.27,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007480
1365,가족뮤지컬〈라푼젤〉 - 남동소래아트홀 - 인천,뮤지컬,50분,24개월이상 관람가능,,인천시,남동소래아트홀,2020.09.26 ~ 2020.09.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005110
1366,통일뮤지컬 왔어! 왔어!,뮤지컬,90분,전체관람가,"김도하, 최예승, 김나윤(김희원), 한채율, 권기은, 박정후, 양서준, 박성진, 손서인, 정광원, 박준성, 이지항, 안시원, 최어진, 최은성",서울,예림당아트홀,2020.09.26 ~ 2020.09.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007511
1367,뮤지컬 〈제이미〉 - 부산,뮤지컬,165분(인터미션:20분),중학생이상 관람가,,부산시,소향씨어터 신한카드홀,2020.09.25 ~ 2020.09.27,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005294
1368,뮤지컬 〈귀환〉 온라인 생중계 - 온라인 관람권,뮤지컬,160분(인터미션:20분),만 7세이상,"윤지성, 도경수, 이찬동, 현석준, 이재진, 백동현, 이지숙, 이지혜, 김세정, 이정열, 이건명, 이홍기, 시우민, 이성열",,,2020.09.24 ~ 2020.09.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007338
1369,"뮤지컬 〈귀환〉 온라인 생중계 - 프로그램, MD 풀 패키지",뮤지컬,160분(인터미션:20분),만 7세이상,"윤지성, 도경수, 이찬동, 현석준, 이재진, 백동현, 이지숙, 이지혜, 김세정, 이정열, 이건명, 이홍기, 시우민, 이성열",,,2020.09.24 ~ 2020.09.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007339
1370,뮤지컬〈빈센트 반 고흐〉- 군포,뮤지컬,110분,8세이상 관람가능,,경기,군포문화예술회관 철쭉홀,2020.09.24 ~ 2020.09.26,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006444
1371,오페라와 뮤지컬의 향연 - 화성,클래식/오페라,90분,만 7세이상,,경기,반석아트홀,2020.09.24 ~ 2020.09.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006700
1372,뮤지컬 〈미스매치〉 리딩 쇼케이스,뮤지컬,70분,만 12세이상,"신동근, 문남권, 노현창, 신창주",서울,콘텐츠 그라운드,2020.09.21 ~ 2020.09.22,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007508
1373,오페라와 뮤지컬의 향연,콘서트,90분,만 7세이상,,서울,로로스페이스,2020.09.21 ~ 2020.09.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007450
1374,2020년 특선가족뮤지컬 “인어공주” - 목포,뮤지컬,55분,24개월이상 관람가능,,전남,목포시민문화체육센터 소공연장,2020.09.20 ~ 2020.09.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006107
1375,어린이뮤지컬 “혹부리할아버지” - 서울금천,뮤지컬,55분(인터미션:5분),전체관람가,,서울,"빅마켓(구,롯데마트 금천점)3층 레미어린이극장",2020.09.19 ~ 2020.11.01,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20009016
1376,［어린이공연］어린이 뮤지컬 ‘푸니와 햄버거’ - 부천,뮤지컬,55분,24개월이상 관람가능,,경기,복사골문화센터 판타지아극장,2020.09.19 ~ 2020.09.20,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006413
1377,〈가족라이브 뮤지컬-겨울왕국〉겨울이야기 - 창원,뮤지컬,60분,24개월이상 관람가능,,경남,창원 늘푸른 전당,2020.09.19 ~ 2020.09.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005661
1378,2020년 특선가족뮤지컬 “백설공주” - 당진,뮤지컬,55분,24개월이상 관람가능,,충남,당진 문예의전당 대공연장,2020.09.19 ~ 2020.09.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006274
1379,어린이 뮤지컬 〈넌 특별하단다〉,뮤지컬,,24개월이상 관람가능,,서울,오류아트홀,2020.09.17 ~ 2020.09.19,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006721
1380,뮤지컬 〈미오 프라텔로〉,뮤지컬,90분,만 12세이상,,서울,어울아트센터 함지홀,2020.09.16 ~ 2020.09.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007080
1381,뮤지컬 〈그레이트 코멧〉,뮤지컬,160분(인터미션:20분),만 7세이상,,서울,유니버설아트센터,2020.09.14 ~ 2020.11.29,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005623
1382,2020년 특선겨울왕국가족뮤지컬 “겨울이야기” - 광양,뮤지컬,55분,24개월이상 관람가능,,전남,광양시문화예술회관 대공연장,2020.09.13 ~ 2020.09.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006519
1383,2020년 특선가족뮤지컬 “겨울이야기” - 여수,뮤지컬,55분,24개월이상 관람가능,,전남,여수시민회관,2020.09.12 ~ 2020.09.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20003845
1384,가족뮤지컬 “아기돼지삼형제” - 목포,뮤지컬,55분,전체관람가,,전남,목포시민문화체육센터 소공연장,2020.09.12 ~ 2020.09.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001243
1385,2020웰컴씨어터- ‘뮤지컬 〈광염 소나타〉’,뮤지컬,90분,중학생이상 관람가,,서울,대학로 유니플렉스 1관,2020.09.11 ~ 2020.09.27,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006520
1386,뮤지컬 〈컬러스 오브 러브〉,뮤지컬,120분,만 13세이상,"박시인, 정우빈, 지원선",서울,씨어터 쿰,2020.09.11 ~ 2020.09.27,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006426
1387,뮤지컬 〈캣츠〉 40주년 내한공연 - Seoul (Musical CATS),뮤지컬,160분(인터미션:20분),8세이상 관람가능,,서울,샤롯데씨어터,2020.09.09 ~ 2020.12.06,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007209
1388,오페레타뮤지컬 시몬 베드로 - 성남,뮤지컬,100분,8세이상 관람가능,,경기,NCD홀,2020.09.05 ~ 2020.10.25,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006369
1389,전래동화 명품가족뮤지컬 토끼와자라 - 대전,뮤지컬,60분(인터미션:10분),전체관람가,,대전시,골프존조이마루아트홀,2020.09.05 ~ 2020.10.25,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007244
1390,2020웰컴대학로-웰컴씨어터 뮤지컬 〈전설의 리틀 농구단〉,뮤지컬,100분,만 7세이상,,서울,대학로 유니플렉스 1관,2020.09.05 ~ 2020.09.13,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006447
1391,［울산］번개맨 뮤지컬 : 검은 번개맨의 정체는 ?,뮤지컬,65분,24개월이상 관람가능,,울산시,울산문화예술회관 대공연장,2020.09.05 ~ 2020.09.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006381
1392,2020년 특선가족뮤지컬 “겨울이야기” - 양산,뮤지컬,55분,24개월이상 관람가능,,경남,웅상문화체육센터 공연장,2020.09.05 ~ 2020.09.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20004217
1393,(서산)2020겨울왕국뮤지컬 “겨울이야기”,뮤지컬,60분,24개월이상 관람가능,,충남,서산문화회관 대공연장,2020.09.05 ~ 2020.09.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005827
1394,뮤지컬 〈브로드웨이42번가〉- 부산,뮤지컬,160분(인터미션:20분),8세이상 관람가능,,부산시,소향씨어터 신한카드홀,2020.09.04 ~ 2020.09.06,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005259
1395,뮤지컬 팬레터 - 진주,뮤지컬,145분(인터미션:15분),14세 이상 관람가,,경남,경상남도문화예술회관 대공연장,2020.09.04 ~ 2020.09.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006271
1396,가족뮤지컬 “알라딘과 요술램프” - 울산,뮤지컬,55분(인터미션:5분),전체관람가,,울산시,지니＆레미 어린이극장,2020.09.03 ~ 2020.10.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007102
1397,뮤지컬인형극 애기똥풀,뮤지컬,60분,24개월이상 관람가능,,서울,경복궁 아트홀,2020.09.03 ~ 2020.09.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20007038
1398,뮤지컬 〈비스티〉,뮤지컬,120분,만 13세이상,"김종구, 정동화, 정민, 박규원, 조풍래, 안창용, 손유동, 구준모, 홍승안, 조훈, 박정원, 송광일, 박준휘",서울,서경대학교 공연예술센터 스콘1관,2020.08.30 ~ 2020.11.15,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005886
1399,가족뮤지컬 ‘알라딘’ - 용산,뮤지컬,50분,전체관람가,,서울,대원 콘텐츠 라이브,2020.08.29 ~ 2020.09.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005865
1400,창작뮤지컬 ‘청의’ - 대구,뮤지컬,160분(인터미션:20분),8세이상 관람가능,,전북,익산예술의전당 대공연장,2020.08.29 ~ 2020.08.30,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005525
1401,퓨전 뮤지컬 〈폭소 춘향뎐〉 - 수원,뮤지컬,110분,초등학생이상 관람가,,경기,경기아트센터 대극장,2020.08.29 ~ 2020.08.29,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20006326
1402,(청주)2020 겨울왕국뮤지컬 “겨울이야기”,뮤지컬,60분,24개월이상 관람가능,,충북,청주아트홀(구.청주시민회관),2020.08.29 ~ 2020.08.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005683
1403,뮤지컬 〈바보사랑〉,뮤지컬,110분,만 7세이상,"이윤성, 이슬기, 이다은, 김서유, 전혜주, 김민아, 임창섭, 김성현",서울,세븐파이프홀,2020.08.28 ~ 2021.01.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005945
1404,뮤지컬 〈베르테르〉,뮤지컬,155분(인터미션:20분),8세이상 관람가능,"엄기준, 카이, 유연석, 규현, 나현우, 김예원, 이지혜, 이상현, 박은석, 김현숙, 최나래, 송유택, 임준혁, 박도연, 서미소",서울,광림아트센터 BBCH홀,2020.08.28 ~ 2020.11.01,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005095
1405,뮤지컬 〈베르테르〉 - 공연예매권,뮤지컬,155분(인터미션:20분),8세이상 관람가능,,서울,광림아트센터 BBCH홀,2020.08.28 ~ 2020.10.18,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005167
1406,뮤지컬 〈캔터빌의 유령〉,뮤지컬,70분,48개월이상 관람가능,,서울,구로아트밸리 예술극장,2020.08.28 ~ 2020.08.29,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20005498
