,Title,Genre,Place,Time,Age,Period,TicketCast,Like_man,Like_woman,Like_age_10,Like_age_20,Like_age_30,Like_age_40,Like_age_50,URL,Status
6713,제1회 한국뮤지컬어워즈,뮤지컬,블루스퀘어 인터파크홀(자세히),2017.01.16,만 7세이상,2017.01.16,87,19.2%,80.8%,5.4%,51.3%,29.5%,9.4%,2.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17000087,판매종료
6714,블록버스터 라이브액션뮤지컬 손오공 - 광명,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014749,판매취소
6715,“2017” 가족뮤지컬 백설공주 - 영주,뮤지컬,영주문화예술회관(자세히),2017.01.15,전체관람가,2017.01.15,,8.7%,91.3%,0%,0%,91.3%,8.7%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015755,판매종료
6716,［대구］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,대구 청소년수련원 대공연장(자세히),2017.01.15,전체관람가,2017.01.15,,31.8%,68.2%,0%,0%,95.5%,4.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015470,판매종료
6717,(체험＋발레뮤지컬)발레리나가 된 신데렐라 - 고양,뮤지컬,뮤지트 라이브 홀(자세히),2017.01.14 ~2017.01.22,24개월이상 관람가능,2017.01.14 ~2017.01.22,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015376,판매종료
6718,패밀리쇼! 뮤지컬 〈캐리와 장난감 친구들〉 - 전주,뮤지컬,한국소리문화의전당 모악당(자세히),2017.01.14 ~2017.01.15,24개월이상 관람가능,2017.01.14 ~2017.01.15,8,26.3%,73.7%,0.4%,8.2%,73.2%,16.6%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013948,판매종료
6719,뮤지컬 헬로 카봇 시즌2 〈카봇구조대〉 - 안양,뮤지컬,안양아트센터 관악홀(자세히),2017.01.14 ~2017.01.15,24개월이상 관람가능,2017.01.14 ~2017.01.15,2,23.7%,76.3%,0%,6.4%,83.2%,9.3%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014855,판매종료
6720,가족뮤지컬 “렛잇고” - 오산,뮤지컬,오산문화예술회관 대공연장(자세히),2017.01.14 ~2017.01.15,24개월이상 관람가능,2017.01.14 ~2017.01.15,2,17.9%,82.1%,0%,6.6%,81.1%,10.4%,1.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014450,판매종료
6721,프린세스 공주 뮤지컬 쇼 - 거제,뮤지컬,거제시청소년수련관(자세히),2017.01.14 ~2017.01.15,24개월이상 관람가능,2017.01.14 ~2017.01.15,,19.6%,80.4%,0%,4.9%,83.4%,9.2%,1.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014510,판매종료
6722,“2017” 가족뮤지컬 백설공주 - 파주,뮤지컬,파주 운정행복센터(자세히),2017.01.14,전체관람가,2017.01.14,1,22.2%,77.8%,0%,2.2%,82.2%,15.6%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015756,판매종료
6723,블록버스터 라이브액션뮤지컬 손오공 - 성남,뮤지컬,성남아트센터 앙상블시어터(자세히),2017.01.14,24개월이상 관람가능,2017.01.14,,22.2%,77.8%,0%,0%,38.9%,50%,11.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014918,판매종료
6724,뮤지컬 〈지킬앤하이드〉 월드 투어 - 대전,뮤지컬,대전예술의전당 아트홀(자세히),2017.01.13 ~2017.01.15,미취학아동입장불가,2017.01.13 ~2017.01.15,26,34.2%,65.8%,2.9%,22.7%,38.3%,25.7%,8.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013099,판매종료
6725,영어 뮤지컬- 그리스 로마 신화,뮤지컬,꿈의숲 아트센터 퍼포먼스홀(자세히),2017.01.12 ~2017.01.15,48개월이상 관람가능,2017.01.12 ~2017.01.15,,30%,70%,0%,0%,60%,40%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015495,판매종료
6726,뮤지컬 젊음의 행진 ＆ 호텔 난타 숙박 패키지,뮤지컬,해당공연 공연장－서울(자세히),2017.01.11 ~2017.01.20,NA,2017.01.11 ~2017.01.20,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17000391,판매종료
6727,！가족뮤지컬〈스르스르 요니〉,뮤지컬,SH아트홀(자세히),2017.01.11 ~2017.01.15,전체관람가,2017.01.11 ~2017.01.15,,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015018,판매종료
6728,2016 창작산실 뮤지컬 〈레드북〉,뮤지컬,대학로예술극장 대극장(자세히),2017.01.10 ~2017.01.22,만 12세이상,2017.01.10 ~2017.01.22,74,3.9%,96.1%,4.4%,44.5%,36.6%,12.2%,1.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014942,판매종료
6729,가족뮤지컬 “겨울왕국 콘서트” - 영등포,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014999,판매취소
6730,뮤지컬〈영웅〉월요쇼케이스,뮤지컬,블루스퀘어 아이마켓홀(자세히),2017.01.09,만 7세이상,2017.01.09,9,20.4%,79.6%,3.2%,35.3%,39.4%,16.7%,4.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16016282,판매종료
6731,뮤지컬 〈미드나잇〉,뮤지컬,대학로 아트원씨어터 2관(자세히),2017.01.08 ~2017.02.26,만 13세이상,2017.01.08 ~2017.02.26,66,3.6%,96.4%,7.8%,46.3%,35.5%,8.2%,1.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015070,판매종료
6732,［상주］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,상주문화회관(자세히),2017.01.08,전체관람가,2017.01.08,,27.3%,72.7%,0%,9.1%,81.8%,9.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015462,판매종료
6733,“2017” 특선가족뮤지컬 오즈의 마법사 - 제천,뮤지컬,제천문화회관 대공연장(자세히),2017.01.08,전체관람가,2017.01.08,,30.8%,69.2%,0%,0%,76.9%,23.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015669,판매종료
6734,웰빙가족뮤지컬 〈프랭키와 친구들〉,뮤지컬,코엑스아트홀(자세히),2017.01.07 ~2017.04.02,24개월이상 관람가능,2017.01.07 ~2017.04.02,2,20.4%,79.6%,0.4%,3.2%,75.2%,20%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015308,판매종료
6735,2016 창작산실 뮤지컬〈경성특사〉,뮤지컬,동숭아트센터 동숭홀(자세히),2017.01.07 ~2017.02.05,만 8세이상,2017.01.07 ~2017.02.05,10,10.3%,89.7%,4.7%,38.8%,38.8%,12.1%,5.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015379,판매종료
